BuildingType,ENERGYSTARScore,GHGEmissions(MetricTonsCO2e),LargestPropertyUseType,NumberofBuildings,NumberofFloors,OSEBuildingID,PrimaryPropertyType,PropertyGFAParking(m2),PropertyGFATotal(m2),SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA(m2),SiteEnergyUseWN(GJ),YearBuilt,ZipCode
NonResidential,,4.5117382411955385,Other,1.0,1.0,302.0,Other,,8.863420648123663,,,8.207560732397912,1973.0,98119.0
NonResidential,4.0,6.246610514547686,Medical Office,1.0,5.0,313.0,Medical Office,8.195118014772492,9.778580440803331,Office,6.814448828291155,10.149302868141948,1927.0,98119.0
NonResidential,10.5,6.926508336064307,Hotel,1.0,4.0,314.0,Hotel,,9.338106998162328,,,10.203459759351283,1961.0,98121.0
Campus,,6.4761643442228145,Other,4.0,3.0,315.0,Other,,9.904405903075158,,,10.200778932137222,1995.0,98125.0
NonResidential,26.0,6.671697446149492,Hotel,1.0,8.0,316.0,Hotel,8.189976615272073,10.069964861623621,,,10.258802296350256,2003.0,98121.0
Nonresidential COS,,5.7152333293252235,Other - Entertainment/Public Assembly,1.0,2.0,317.0,Other,,8.771443236155605,,,9.720112549739726,1980.0,98101.0
NonResidential,,5.684055844472168,Restaurant,1.0,1.0,318.0,Mixed Use Property,,8.67310253234924,Other,7.925829835232177,9.1160574146987,1900.0,98104.0
NonResidential,98.0,3.801538272252874,Office,1.0,4.0,319.0,Small- and Mid-Sized Office,,8.565797006795242,Retail Store,6.477466517698159,7.39695416807763,1914.0,98104.0
NonResidential,72.0,3.2722270003651954,Non-Refrigerated Warehouse,1.0,4.0,320.0,Warehouse,,9.847242029351975,Other - Services,8.318741511540905,8.33994695592713,2008.0,98134.0
NonResidential,27.0,4.247494741715776,Office,0.0,3.0,322.0,Large Office,7.817380309242416,9.144039747925161,,,9.272189174641385,1968.0,98121.0
NonResidential,58.0,4.172924662344958,Office,1.0,4.0,323.0,Small- and Mid-Sized Office,7.449543293571984,8.8839224458983,Parking,7.397749270841851,8.574739173781968,1981.0,98121.0
NonResidential,37.5,4.993624765262849,Office,1.0,12.0,324.0,Large Office,7.613007517599374,9.986877484000546,Laboratory,7.928243594827115,9.905458471496711,1978.0,98121.0
NonResidential,91.0,4.234251421632511,,1.0,4.0,325.0,Retail Store,,9.241780023154616,,,9.279396705595504,1989.0,98101.0
NonResidential,72.5,5.153436092727927,Office,1.0,25.0,326.0,Large Office,,10.445048563411868,Parking,9.377254124489253,10.172962606665624,1989.0,98101.0
NonResidential,92.5,5.979948491146734,Retail Store,1.0,10.0,327.0,Retail Store,,11.07323550774519,Office,10.337723936775333,10.653824162230876,1925.0,98101.0
NonResidential,89.0,5.9052664756593565,Office,1.0,23.0,329.0,Large Office,9.854937010784552,11.148621054108746,Parking,9.92083355680339,10.44205384496099,2000.0,98101.0
NonResidential,91.0,5.083110982418305,Office,1.0,10.0,330.0,Small- and Mid-Sized Office,6.58015203015158,8.681162175847211,Retail Store,6.354006685191697,8.29225090589041,1926.0,98101.0
NonResidential,91.5,4.580621313066679,Office,1.0,17.0,331.0,Large Office,7.932753750305001,9.853541432491067,Other - Recreation,7.368878905449194,9.017249308707518,1930.0,98101.0
NonResidential,62.0,3.251730161739148,Office,1.0,5.0,332.0,Small- and Mid-Sized Office,,8.827466680192307,Retail Store,6.831738577020581,8.3443843034867,1916.0,98101.0
NonResidential,92.5,6.285010642520332,Office,1.0,20.0,333.0,Large Office,8.00767567682226,10.114492370105772,Parking,7.906204415071464,9.700076347013484,1969.0,98101.0
NonResidential,95.5,5.366396487358631,Office,1.0,25.0,334.0,Large Office,9.963827538587411,11.162296480908422,Parking,9.78425902393001,10.213471429205137,2009.0,98121.0
NonResidential,89.5,5.416678013132882,Office,1.0,12.0,335.0,Large Office,,9.859432537432427,Parking,8.468271986661364,9.165413298447262,1968.0,98121.0
NonResidential,94.0,4.86599480426999,Office,1.0,16.0,337.0,Large Office,9.484562549902465,10.7070909430789,Parking,9.34663085251062,9.884185518211297,1990.0,98101.0
NonResidential,,7.588328740613544,Other,1.0,11.0,338.0,Other,8.757396920127398,10.232234028345568,,,11.127638129953436,2004.0,98101.0
NonResidential,83.0,3.9344691942579764,Office,1.0,7.0,339.0,Small- and Mid-Sized Office,,9.026353497149566,Retail Store,6.839924706392618,8.415357735330167,1900.0,98104.0
NonResidential,60.5,3.5425522575433575,Office,1.0,6.0,340.0,Small- and Mid-Sized Office,,9.024173568391605,Retail Store,6.477466517698159,8.460537557520503,1900.0,98104.0
NonResidential,86.5,5.351952915713946,Office,1.0,15.0,341.0,Large Office,,10.494966032056652,,,9.939235884612529,1922.0,98104.0
NonResidential,98.0,4.240607069200353,Office,1.0,22.0,342.0,Large Office,,10.4829850704676,Convenience Store without Gas Station,5.72302124455553,9.280490753624361,1929.0,98104.0
NonResidential,68.5,6.804121050211102,Office,1.0,17.0,343.0,Large Office,8.969490635255022,10.46783848953728,Parking,8.954136961918564,9.537434997498984,1958.0,98104.0
NonResidential,83.0,5.176799239112907,Office,1.0,41.0,346.0,Large Office,9.394712015345881,10.911544998272348,Parking,9.210599499167833,10.19632958416178,1986.0,98104.0
NonResidential,,3.9660375937343844,Office,1.0,6.0,347.0,Small- and Mid-Sized Office,4.862297930555073,9.04341537549278,Parking,4.862297930555073,7.724363031429837,1950.0,98104.0
NonResidential,85.0,3.180342875151417,Office,1.0,8.0,348.0,Large Office,8.67457997774997,9.593777914210534,Parking,7.265988811019174,8.199844169512346,1968.0,98101.0
NonResidential,96.0,4.938279631904115,Office,1.0,29.0,349.0,Large Office,9.815931999267987,10.985658419082682,Parking,9.801654285615985,9.900536319647284,1991.0,98101.0
NonResidential,,5.888240636172677,Office,1.0,6.0,350.0,Large Office,7.78657124012692,9.68393425103514,Data Center,8.203696498752484,10.68859699610595,1958.0,98101.0
NonResidential,79.0,5.411601408001375,Office,1.0,34.0,351.0,Large Office,9.622874165699978,11.186690365782828,Parking,9.574639491604954,10.40748347799728,1980.0,98101.0
NonResidential,95.0,5.386831780078776,Office,1.0,14.0,352.0,Large Office,7.7001909770743,9.761423573553152,Parking,8.048193301404492,9.264661497544244,1972.0,98101.0
NonResidential,53.5,6.210258653284353,Office,1.0,42.0,355.0,Large Office,9.67613963524884,10.957533368467535,Parking,9.776472958463767,10.975257336357298,1973.0,98164.0
NonResidential,89.5,5.184140321485637,Office,1.0,8.0,356.0,Large Office,,9.837246489520295,Retail Store,7.902088335994116,9.276508617123424,1907.0,98104.0
Nonresidential COS,,5.943140524277792,Office,1.0,14.0,358.0,Large Office,,10.269708063378587,Other,7.877734223884228,10.067872792230693,2001.0,98104.0
Nonresidential COS,69.5,5.701964155849417,Office,1.0,8.0,359.0,Large Office,7.954515242086513,9.827520969607285,Parking,7.4541801703761985,9.609893423853165,2003.0,98104.0
NonResidential,98.0,5.416966693532378,Office,1.0,13.0,360.0,Large Office,8.496228748566145,10.451100549042518,Parking,8.496228748566145,9.635394042735685,2006.0,98104.0
NonResidential,98.5,4.243841573368012,Office,1.0,7.0,361.0,Large Office,6.647329839570071,9.27121374033969,,,8.125674641909594,1909.0,98104.0
NonResidential,83.0,4.39974375547904,Retail Store,1.0,2.0,363.0,Retail Store,,9.022437408228809,,,8.834957583155694,1978.0,98105.0
NonResidential,77.0,5.289982729757979,Office,1.0,23.0,364.0,Large Office,,10.693914926145785,,,10.362462960845972,1971.0,98195.0
NonResidential,96.0,5.344294052788061,Data Center,1.0,5.0,365.0,Other,,8.115075307098955,,,10.363832475651884,1969.0,98185.0
NonResidential,66.5,5.000416593901924,Office,0.0,5.0,366.0,Small- and Mid-Sized Office,,9.126726722552604,,,8.738805063874656,1961.0,98105.0
NonResidential,90.0,3.3832031182898765,Office,1.0,6.0,367.0,Large Office,8.321366541335221,9.437208853518994,Parking,8.281060444573217,8.402599725213536,2002.0,98105.0
NonResidential,93.0,3.8398823276504634,Office,1.0,5.0,368.0,Large Office,8.947017779402964,9.928129572283776,Parking,9.031366038973111,8.8594001586807,2002.0,98105.0
NonResidential,,1.7850704810772584,Self-Storage Facility,1.0,5.0,369.0,Self-Storage Facility,,9.071227572398241,,,6.889746912603785,1964.0,98101.0
NonResidential,80.5,5.122653597418148,Office,1.0,18.0,370.0,Large Office,8.700699140940133,10.556733699610986,Parking,8.774809322450258,10.12775576178305,1980.0,98101.0
NonResidential,89.5,4.291075689584478,Parking,1.0,11.0,371.0,Mixed Use Property,9.807735482443869,10.47535524410263,Office,9.6325928434024,9.252661467442595,2000.0,98101.0
NonResidential,69.0,5.264631308893231,Office,1.0,20.0,372.0,Large Office,9.308526283965309,10.741178055553359,Parking,9.272218524068094,9.481084413648004,1988.0,98101.0
NonResidential,77.5,5.183383393455777,Office,1.0,24.0,373.0,Large Office,9.29134284033267,10.830277648339779,Parking,9.207185018279498,10.240129147893912,1979.0,98121.0
NonResidential,,4.426402307393435,Laboratory,1.0,4.0,374.0,Mixed Use Property,8.187395968678581,9.22608268054703,Parking,8.187395968678581,9.021217479628953,1980.0,98121.0
NonResidential,65.0,4.962040110916795,Office,1.0,6.0,375.0,Large Office,9.353578354321714,10.51455013981627,Parking,9.340679131551186,9.967725678563982,1982.0,98121.0
NonResidential,77.0,4.7586635069452,Office,1.0,6.0,376.0,Large Office,8.95749222743584,10.192678354227356,Parking,8.81069165896709,9.597693559091887,2002.0,98121.0
NonResidential,,3.7240052560893107,Office,1.0,3.0,377.0,Large Office,8.413367558662753,9.792327619116913,Parking,8.406894642596214,8.668533864954687,1947.0,98121.0
NonResidential,10.0,5.206393945197386,Office,1.0,8.0,379.0,Large Office,8.658464921738208,10.065352889146197,Parking,8.782762219385175,10.225916383234487,1984.0,98121.0
NonResidential,57.0,5.875843235741095,Supermarket/Grocery Store,1.0,1.0,381.0,Supermarket / Grocery Store,,8.640461082196277,,,9.597153914133642,1956.0,98117.0
NonResidential,,3.136797713832594,Office,1.0,5.0,382.0,Small- and Mid-Sized Office,,8.447093193370788,Other,6.651299769596049,8.054387805180788,1900.0,98104.0
NonResidential,77.0,6.506575973686681,Office,1.0,42.0,383.0,Large Office,,10.249721580733146,Retail Store,6.66323450965819,10.124708251111755,1912.0,98104.0
NonResidential,97.0,4.390428737938025,Non-Refrigerated Warehouse,1.0,1.0,384.0,Warehouse,,9.389817182313099,Other,6.793319467116636,7.802001522916938,1977.0,98108.0
NonResidential,77.5,5.738554203173728,Office,1.0,8.0,385.0,Large Office,,10.305937092144584,Performing Arts,8.204179400237258,9.582623422694013,1927.0,98101.0
NonResidential,76.0,6.319553527943686,Office,1.0,22.0,386.0,Large Office,,10.349649189476457,Parking,8.727705130319995,9.98020500530239,1964.0,98101.0
NonResidential,73.5,6.9907121977530835,Office,1.0,21.0,387.0,Large Office,,10.230078364544026,Parking,9.818559975290608,10.393461906462367,1960.0,98101.0
NonResidential,62.5,5.904925785690743,Office,1.0,42.0,388.0,Large Office,,10.98647816412653,Parking,8.220435822756782,10.924471958692653,1976.0,98101.0
NonResidential,33.5,7.921459431842862,Hotel,1.0,12.0,389.0,Hotel,,10.827384942436293,Swimming Pool,,11.090208367878146,1923.0,98101.0
NonResidential,82.0,5.04413454263666,Retail Store,1.0,2.0,390.0,Retail Store,,10.208104670345277,Office,9.136726554630936,9.421313911099356,1980.0,98144.0
NonResidential,26.5,4.86830338551846,Non-Refrigerated Warehouse,0.0,1.0,391.0,Mixed Use Property,,9.013428338286444,Office,7.920006177482498,8.740641614396358,1970.0,98108.0
NonResidential,94.5,3.9545076170343014,Non-Refrigerated Warehouse,1.0,1.0,392.0,Warehouse,,8.488763042646312,,,7.14834775506255,1960.0,98133.0
NonResidential,,3.038791763014438,Parking,1.0,5.0,393.0,Other,8.775900148141153,9.481244905709357,Office,8.80325182100548,8.080159748949905,2009.0,98109.0
NonResidential,52.0,3.7781486968718183,Office,1.0,5.0,394.0,Large Office,8.7810082957802,9.70505853169892,Parking,8.7810082957802,8.79764947057671,2001.0,98109.0
NonResidential,3.0,4.203124225925583,Non-Refrigerated Warehouse,1.0,1.0,395.0,Warehouse,,8.492369538240423,Office,6.298510718951929,8.304109619686129,1973.0,98107.0
NonResidential,54.5,5.0447146077491185,Non-Refrigerated Warehouse,1.0,2.0,396.0,Warehouse,,8.57985699236354,Office,7.874382836978671,8.623202664851506,1959.0,98107.0
NonResidential,89.5,5.129484427934637,Office,1.0,6.0,398.0,Large Office,,10.39037484539858,College/University,7.823682655250638,9.805775175710535,1916.0,98121.0
NonResidential,45.0,3.8552409913291616,Office,1.0,6.0,400.0,Small- and Mid-Sized Office,7.78657124012692,9.120292248167512,,,8.839531489967607,1906.0,98101.0
NonResidential,59.5,7.280197759392581,Hotel,1.0,21.0,401.0,Hotel,,10.253663254388792,,,10.48415762652551,1930.0,98101.0
NonResidential,88.5,5.261523705719024,Office,1.0,10.0,403.0,Large Office,,9.443608131360298,,,8.90573350334527,1958.0,98101.0
NonResidential,29.5,3.640345507118081,Retail Store,1.0,4.0,404.0,Retail Store,,8.91304535881182,Office,7.923477525524604,8.63973659247576,1914.0,98101.0
NonResidential,70.5,4.964207337715843,Office,1.0,4.0,405.0,Large Office,,9.37785146790087,Retail Store,8.520003233914043,9.007104489553223,1921.0,98101.0
NonResidential,91.0,4.886205215718078,Office,1.0,29.0,406.0,Large Office,,10.746164467065038,Parking,8.913645501363684,9.916679306695002,1983.0,98101.0
NonResidential,68.5,4.231639696410273,Office,0.0,10.0,408.0,Large Office,,9.416824943509296,Other,7.0660465186196735,8.81926846493106,1926.0,98101.0
NonResidential,42.5,3.9427461780709865,Office,1.0,6.0,409.0,Large Office,7.111773198235171,9.2304900844431,Parking,7.111773198235171,8.962308150497055,1984.0,98101.0
NonResidential,7.0,7.207745050025935,Hotel,0.0,19.0,410.0,Hotel,8.613828349630676,10.33689312442791,,,10.54300049377164,1973.0,98101.0
NonResidential,49.0,5.678225321791894,Office,1.0,10.0,411.0,Large Office,,9.403029207302401,Retail Store,8.005508426213913,9.408306109656591,1910.0,98101.0
NonResidential,,2.9468045999305676,Office,1.0,8.0,412.0,Small- and Mid-Sized Office,,8.63684087090328,Retail Store,6.100172286556691,7.958598370635932,1920.0,98101.0
NonResidential,89.0,5.335251814341099,Office,1.0,14.0,413.0,Large Office,,9.454088781184128,,,8.919941284613364,1929.0,98101.0
NonResidential,84.0,5.522260598032811,Office,1.0,15.0,414.0,Large Office,,9.549094450255406,,,8.373622116417973,1929.0,98101.0
NonResidential,69.5,6.924750046357999,Office,1.0,30.0,415.0,Large Office,9.434324303870094,11.158274117891871,Parking,9.37488481886229,11.028731852122878,1985.0,98101.0
NonResidential,64.5,4.302239102773571,Office,1.0,4.0,416.0,Small- and Mid-Sized Office,,8.683225997484216,,,8.268559257147405,1906.0,98101.0
NonResidential,76.0,3.9219733362813143,Office,1.0,10.0,417.0,Large Office,,9.405936564192983,Supermarket/Grocery Store,7.8339273959981055,8.955250424400635,1927.0,98101.0
NonResidential,,3.028925240909755,Office,1.0,5.0,418.0,Mixed Use Property,,8.912582502983144,Retail Store,7.813970214315034,8.033936588894946,1910.0,98101.0
Campus,,5.330276199032886,Retail Store,1.0,4.0,419.0,Mixed Use Property,,9.454452748431095,Other - Restaurant/Bar,7.485528707948605,9.627300442080045,1908.0,98101.0
NonResidential,,5.173660761948481,Parking,1.0,6.0,420.0,Other,8.990879636283765,9.527768142073377,Retail Store,8.236038465984189,9.1516936319436,1996.0,98101.0
NonResidential,,5.004851936007189,Parking,0.0,4.0,421.0,Other,9.64931063141179,10.120058922235781,Movie Theater,8.779294181057645,8.996973798809117,1996.0,98101.0
NonResidential,74.0,4.912029690342133,Office,1.0,21.0,424.0,Large Office,9.066347007868355,10.654715622700392,Parking,9.19938205399528,9.99950103355253,1971.0,98101.0
NonResidential,81.5,3.5810158082379915,Office,1.0,12.0,425.0,Large Office,7.248896616652148,9.283913040656563,Parking,7.00337777888219,8.600434530315146,1986.0,98101.0
NonResidential,77.0,3.385914524797638,Office,1.0,4.0,426.0,Small- and Mid-Sized Office,7.393757249572314,9.003195162006413,Other,5.045576883305356,8.405408745528113,1999.0,98121.0
NonResidential,74.5,4.477620865041116,Office,1.0,11.0,427.0,Large Office,9.750700649286703,10.456894467857964,Laboratory,8.26514624752384,9.537480639335028,1998.0,98121.0
NonResidential,,4.621879799551039,Other,1.0,12.0,428.0,Other,8.169142528369232,9.796833881112683,,,9.641415252290185,1985.0,98121.0
NonResidential,96.5,5.550980884398238,Office,1.0,11.0,429.0,Large Office,,9.16478909239582,Retail Store,6.54645938918511,8.720694129807509,1923.0,98101.0
NonResidential,80.0,3.883108995263504,Office,1.0,4.0,430.0,Small- and Mid-Sized Office,,8.49806755935506,Restaurant,7.093424059566974,7.963366332687103,1925.0,98121.0
Campus,,6.020307073467718,Parking,3.0,10.0,432.0,Mixed Use Property,,10.086440457108125,Office,9.512378294765117,10.1093505507576,1913.0,98101.0
NonResidential,,5.515925626363569,Other,1.0,5.0,434.0,Other,9.110382579291334,9.864033586837587,,,9.916615477056181,1999.0,98101.0
NonResidential,,4.880336765369453,Urgent Care/Clinic/Other Outpatient,1.0,9.0,436.0,Other,,8.375514643156862,,,8.46998088796266,1988.0,98101.0
NonResidential,65.0,5.372937707418487,Medical Office,1.0,3.0,437.0,Medical Office,9.175947267784219,10.115052677424545,Parking,9.175947267784219,9.624788906819852,1945.0,98101.0
NonResidential,63.0,4.937490960058253,Medical Office,1.0,14.0,438.0,Medical Office,10.542320965795822,11.068476925528216,Parking,10.131395841012779,9.957030538391553,1992.0,98104.0
NonResidential,100.0,6.142854276158801,Parking,1.0,6.0,439.0,Mixed Use Property,9.7114279799844,10.467621835728082,Office,9.220893055461742,10.991271413314278,2001.0,98109.0
NonResidential,100.0,6.336639873167952,Parking,1.0,6.0,440.0,Mixed Use Property,9.184773585602423,9.896756381718474,Data Center,8.527644749188658,11.343696800675811,2001.0,98109.0
NonResidential,30.5,5.509206133795232,Hotel,1.0,5.0,441.0,Hotel,7.912857118590544,9.22306020201373,,,9.27446639089641,1979.0,98109.0
NonResidential,59.0,4.76080547751954,Office,1.0,4.0,442.0,Large Office,8.165293023259572,9.798321146677775,Parking,8.393106795435692,9.762527759172944,1947.0,98109.0
NonResidential,72.0,4.824305715904762,Office,1.0,5.0,443.0,Large Office,8.180967078846415,10.150993001520948,Parking,8.390262981969048,9.831060068867876,1981.0,98119.0
NonResidential,60.0,2.609702078084434,Non-Refrigerated Warehouse,1.0,1.0,444.0,Warehouse,,9.344236536039514,,,7.6293424363387095,2001.0,98104.0
NonResidential,40.5,4.826992865334885,Distribution Center,1.0,1.0,446.0,Distribution Center,,8.61061807400043,Office,7.4663702272274195,8.212859596025876,1963.0,98108.0
NonResidential,83.5,2.000804096162763,Non-Refrigerated Warehouse,1.0,1.0,447.0,Warehouse,,9.194995462754912,,,7.020275620117897,1963.0,98108.0
NonResidential,22.0,5.363121477413533,Office,1.0,3.0,449.0,Large Office,8.179613828236526,9.597941677843593,Parking,8.022624923066694,9.83549422576288,1962.0,98102.0
NonResidential,97.5,1.602413297497136,Distribution Center,1.0,1.0,451.0,Distribution Center,,9.316219113581344,,,6.604709534394111,1960.0,98108.0
NonResidential,77.5,3.4662045429707655,Office,1.0,7.0,452.0,Large Office,8.332156072367189,9.467468116543165,,,8.496387597642052,2001.0,98109.0
NonResidential,95.0,3.061988069331056,Office,1.0,6.0,453.0,Small- and Mid-Sized Office,8.055590660264063,9.092994078765932,Parking,7.989323101792895,8.114337971690821,1984.0,98119.0
NonResidential,79.5,3.7377886588168105,Office,2.0,5.0,456.0,Large Office,9.278469142926976,9.894176290990822,Parking,,8.757266204827497,1996.0,98109.0
NonResidential,4.0,5.987506725253638,Office,1.0,3.0,457.0,Large Office,8.39556490896923,9.17302955385523,,,9.586841534499682,2001.0,98103.0
NonResidential,62.0,3.5066078960700233,Office,1.0,5.0,458.0,Small- and Mid-Sized Office,,8.847443200812181,Parking,,8.621427572670473,1974.0,98125.0
NonResidential,52.5,3.740760075990925,Office,1.0,6.0,459.0,Small- and Mid-Sized Office,,9.017650182975999,Parking,,8.82028922015982,1979.0,98115.0
NonResidential,92.0,3.695979191229159,Office,1.0,5.0,460.0,Large Office,,9.337624496997828,Adult Education,7.938636413463156,8.71555588683235,1983.0,98115.0
NonResidential,19.0,3.5090049009630335,Office,1.0,4.0,461.0,Small- and Mid-Sized Office,,8.515527873383576,Parking,,8.528551893358005,1979.0,98115.0
NonResidential,56.0,4.509374888533225,Office,1.0,3.0,462.0,Small- and Mid-Sized Office,,8.549613662692828,,,8.451232330407118,1960.0,98101.0
NonResidential,54.5,3.4850788656428575,Office,1.0,4.0,463.0,Large Office,8.641774280021236,9.429813991741268,Parking,8.611413154692249,8.55040657435659,1982.0,98109.0
NonResidential,24.0,6.141047668647471,Retail Store,1.0,1.0,464.0,Retail Store,,9.596774540509394,,,10.14858198349488,2005.0,98199.0
NonResidential,,5.858076001423206,Office,1.0,8.0,465.0,Large Office,,10.19388817898512,Data Center,9.01286256740855,10.844350366516075,1929.0,98109.0
NonResidential,,7.1810747005980815,Urgent Care/Clinic/Other Outpatient,1.0,8.0,466.0,Other,,9.598811413007356,,,11.100663259718305,1975.0,98101.0
NonResidential,61.5,5.785070560370635,Retail Store,1.0,1.0,467.0,Retail Store,,9.634083886769787,Supermarket/Grocery Store,8.836998891133955,9.919971726919597,1999.0,98107.0
