OSEBuildingID,BuildingType,PrimaryPropertyType,ZipCode,YearBuilt,NumberofBuildings,NumberofFloors,PropertyGFATotal(m2),PropertyGFAParking(m2),LargestPropertyUseType,SecondLargestPropertyUseType,SecondLargestPropertyUseTypeGFA(m2),ENERGYSTARScore,SiteEnergyUseWN(GJ),GHGEmissions(MetricTonsCO2e)
21353,NonResidential,Small- and Mid-Sized Office,98122.0,1910,1.0,3,8.829508219404797,,Office,Worship Facility,7.994695151845184,90.0,8.172991389200051,4.672267929520586
21364,NonResidential,Other,98122.0,1988,1.0,5,8.355403683167266,6.965169724043295,Other - Education,Parking,6.03563376541912,,9.406809416647148,6.088353026197013
21365,NonResidential,Medical Office,98114.0,1963,0.0,3,8.198062393779889,,Medical Office,,,56.5,8.157288659834744,4.018632740486404
21366,NonResidential,Other,98101.0,1916,1.0,3,8.170142028702315,,Other - Entertainment/Public Assembly,Office,4.700454905104659,,7.202345815984407,3.990002046744735
21367,NonResidential,Worship Facility,98104.0,1962,1.0,3,8.163759645563225,,Worship Facility,Parking,7.399455270686952,51.5,8.070837552908039,4.8820819665104835
21380,Nonresidential COS,Small- and Mid-Sized Office,98107.0,1993,1.0,1,7.854575969240977,,Office,Other,6.333266168724069,,8.583380840908832,3.563882963939251
21382,NonResidential,Warehouse,98107.0,1960,1.0,1,8.127333204494457,,Non-Refrigerated Warehouse,,,78.0,5.258414693240813,0.16551443847757352
21388,NonResidential,Warehouse,98107.0,1950,1.0,1,7.847667791235325,,Non-Refrigerated Warehouse,,,60.0,7.249935739235189,3.718923575462313
21389,NonResidential,Distribution Center,98107.0,1951,3.0,1,8.580031497206491,,Distribution Center,,,,7.357126126022719,3.583935518341326
21391,NonResidential,Mixed Use Property,98109.0,1920,1.0,2,7.78657124012692,,Office,Other - Services,6.479749623712728,,7.1557454910245974,2.9274534328006965
21396,NonResidential,Restaurant,98109.0,1919,1.0,3,8.237440421572606,,Restaurant,,,,7.753886333278292,4.275554390163365
21397,NonResidential,Retail Store,98109.0,1964,1.0,2,8.344223019530856,,Retail Store,,,53.5,8.056384217576847,4.354976557947302
21398,NonResidential,Small- and Mid-Sized Office,98109.0,1920,1.0,3,7.877241040374742,7.031351630924597,Office,,,54.0,7.470124143769153,3.6208682434973927
21399,NonResidential,Large Office,98109.0,2009,1.0,5,10.762352727261561,,Office,Parking,9.624656051159992,77.0,10.281591873957044,6.0909817739574725
21401,NonResidential,Small- and Mid-Sized Office,98109.0,1926,1.0,3,7.796399329063182,,Office,,,90.0,7.21920552819775,3.57906458810673
21413,NonResidential,Small- and Mid-Sized Office,98109.0,1926,1.0,1,8.16227690858325,,Office,Parking,,1.0,8.942978673047914,4.2601414466837575
21418,Nonresidential COS,Other,98109.0,1961,1.0,1,7.789652906664328,,Other,,,,8.562008779205431,5.025031174379988
21424,NonResidential,Worship Facility,98109.0,2009,1.0,3,7.677474328960721,,Worship Facility,,,63.0,6.771911800515923,3.0325462466767075
21425,NonResidential,Other,98109.0,1962,1.0,1,9.580097409138332,,Other,,,,9.895258189250702,5.47166124430964
21432,Nonresidential COS,Other,98109.0,2002,1.0,1,7.57693558208625,,Other,,,,7.528672312278193,3.245322994883049
21433,Nonresidential COS,Other,98109.0,1998,1.0,1,7.950364434564661,,Museum,,,,8.785551945434166,5.235457435789021
21435,NonResidential,Other,98109.0,1961,1.0,2,8.057063588121238,,Other - Recreation,,,,9.909270627161597,6.305298532706603
21436,Nonresidential COS,Other,98109.0,1992,1.0,2,8.235324435250533,,Other,,,,7.871260318034113,3.76445064096101
21438,NonResidential,Small- and Mid-Sized Office,98109.0,1999,1.0,4,8.170142028702315,,Office,Parking,7.507085934879317,82.5,7.6944164814702045,2.6634014494333282
